"Title"	"Author(s)"	"Editor(s)"	"Importance"	"ISBN10"	"ISBN13"	"Date of Publication"	"Publisher"	"Web Address"	"Time Period"	"CKEY"
"Risk issues and crisis management in public relations: a casebook of best practice"	"Regester; Michael; Larkin; Judy; Chartered Institute of Public Relations"		"Essential reading"		9780749454432	2008	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749454432"	1516	
"Coaching and mentoring: practical methods to improve learning"	"Parsloe, Eric; Leedham, Melville"		"Essential reading"		9780749456122	2009		"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749456122"	1516	
"People, planet, profit: how to embrace sustainability for innovation and business growth"	"Fisk, Peter"		"Essential reading"		9780749458638	2010	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749458638"	1516	
"Planning and managing public relations campaigns: a strategic approach"	"Gregory, Anne; Chartered Institute of Public Relations"		"Essential reading"		9780749459284	2010	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749459284"	1516	
"Armstrong's essential human resource management practice: a guide to people management"	"Armstrong, Michael"		"Essential reading"		9780749459901	2010	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749459901"	1516	
"Marketing communications: integrating offline and online with social media"	"Smith, P. R.; Zook, Ze"		"Essential reading"		9780749461942	2011	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749461942"	1516	
"Effective people management"	"Wellington; Patricia"		"Items for purchase"		9780749462864	2011	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749462864"	1516	
"Developing mental toughness: improving performance, wellbeing and positive behaviour in others"	"Clough; Peter; Strycharczyk; Doug"		"Essential reading"		9780749463786	2012	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749463786"	1516	
"Corporate governance, ethics and CSR"	"Simpson; Justine; Taylor; John R."		"Essential reading"		9780749463861	2013	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749463861"	1516	
"Making sense of change management: a complete guide to the models, tools and techniques of organizational change"	"Cameron; Esther; Green; Mike"		"Items for purchase"		9780749464363	2012	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749464363"	1516	
"Fashion brands: branding style from Armani to Zara"	"Tungate, Mark"		"Essential reading"		9780749464479	2012	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749464479"	1516	
"The business plan workbook: the definitive guide to researching, writing up and presenting a winning plan"	"Barrow, Colin; Barrow, Paul; Brown, Robert"		"Essential reading"		9780749464622	2012	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749464622"	1516	
"The new strategic brand management: advanced insights and strategic thinking"	"Kapferer, Jean-NolÍ¡"		"Essential reading"		9780749465162	2012	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749465162"	1516	
"Writing skills for public relations: style and technique for mainstream and social media"	"Foster, John"		"Essential reading"		9780749465445	2012	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749465445"	1516	
"Armstrong's handbook of management and leadership: developing effective people skills for better leadership and management"	"Armstrong, Michael"		"Essential reading"		9780749465537	2012	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749465537"	1516	
"PR and communication in local government and public services"	"Brown; John; Gaudin; Pat; Moran; Wendy"		"Essential reading"		9780749466176	2013	"KoganPage"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749466176"	1516	
"How to manage people"	"Armstrong; Michael"		"Essential reading"		9780749467098	2013	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749467098"	1516	
"Employment law"	"Aylott; Elizabeth"		"Essential reading"		9780749469757	2014	"KoganPage"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749469757"	1516	
"Visualizing research: a guide to the research process in art and design."	"Gray; Carole; Malins; Julian"		"Items for purchase"		9780754680017	"c2004"	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754680017"	1516	
"Visualizing research: a guide to the research process in art and design"	"Gray, Carole; Malins, Julian"		"Essential reading"		9780754680017	"c2004"	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754680017"	1516	
"How popular musicians learn: a way ahead for music education"	"Green, Lucy"		"Essential reading"		9780754681632	"c2002"	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754681632"	1516	
"The handbook of work based learning"	"Cunningham, Ian; Dawes, Graham; Bennett, Ben"		"Essential reading"		9780754682967	2004	"Gower"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754682967"	1516	
"Cycling and society"	"Rosen, Paul; Cox, Peter; Horton, David"		"Essential reading"		9780754684855	"c2007"	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754684855"	1516	
"Spaces of security and insecurity: geographies of the War on Terror"	"Ingram, Alan; Dodds, Klaus"		"Items for purchase"		9780754690412	"c2009"	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754690412"	1516	
"Educating professionals: practice learning in health and social care"	"Doel; Mark; Shardlow; Steven"		"Essential reading"	"0754648109; 0754648117"	"9780754648109; 9780754648116"	2009	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754690634"	1516	
"Air transport and the environment"	"Daley, Ben"		"Essential reading"		9780754690894	"c2010"	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754690894"	1516	
"Black beauty: aesthetics, stylization, politics"	"Tate, Shirley Anne"		"Essential reading"		9780754691402	"c2009"	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754691402"	1516	
"Deathscapes: spaces for death, dying, mourning and remembrance"	"Maddrell, Avril; Sidaway, James D."		"Essential reading"		9780754699354	2010	"Ashgate"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780754699354"	1516	
"Artistic bedfellows: histories, theories, and conversations in collaborative art practices"	"Crawford, Holly"		"Essential reading"		9780761841913	"c2008"	"University Press of America"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780761841913"	1516	
"Virtual social identity and consumer behavior"	"Wood, Natalie T.; Solomon, Michael R."		"Essential reading"		9780765626493	"c2009"	"M.E. Sharpe; Society for Consumer Psychology"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780765626493"	1516	
"The emotionally intelligent nurse leader"	"Moss; Mae Taylor; Allen; Beth W."		"Essential reading"	"078795988X"		2005	"Jossey-Bass"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780787976156"	1516	
"Nutraceuticals, glycemic health and type 2 diabetes"	"Pasupuleti, Vijai K.; Anderson, James W."		"Essential reading"		9780813804286	2008	"Wiley-Blackwell"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780813804286"	1516	
"Anatomy and physiology of farm animals"	"Frandson, R. D.; Wilke, W. Lee; Fails, Anna Dee"		"Essential reading"		9780813819372	2009	"Wiley Blackwell; Wiley-Blackwell"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780813819372"	1516	
"Chaotics: the business of managing and marketing in the age of turbulence"	"Kotler; Philip; Caslione; John A."		"Essential reading"		9780814415245	"c2009"	"AMACOM"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780814415245"	1516	
"Fundamentals of project management"	"Heagney, Joseph"		"Essential reading"		9780814417492	2012	"AMACOM"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780814417492"	1516	
"Meeting the universe halfway: quantum physics and the entanglement of matter and meaning"	"Barad; Karen Michelle"		"Essential reading"	"0822339013; 082233917X"	"9780822339014; 9780822339175"	2007	"Duke University Press; Combined Academic [distributor]"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780822388128"	1516	
"Terrorizing women: feminicide in the AmrÌŒicas"	"Fregoso; Rosa Linda; Bejarano; Cynthia L."		"Essential reading"		9780822392644	2010	"Duke University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780822392644"	1516	
"The right to look: a counterhistory of visuality"	"Mirzoeff, Nicholas"		"Essential reading"	"0822349183; 0822348950"	"9780822349181; 9780822348955"	2011	"Duke University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780822393726"	1516	
"Reading boyishly: Roland Barthes, J. M. Barrie, Jacques Henri Lartigue, Marcel Proust, and D. W. Winnicott"	"Mavor, Carol"		"Essential reading"		9780822397779	"c2007"	"Duke University Press; Combined Academic [distributor]"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780822397779"	1516	
"Children's language and communication difficulties: understanding, identification and intervention"	"Dockrell; Julie; Messer; David J."		"Essential reading"		9780826421548	2001	"Continuum"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780826421548"	1516	
"Creating an inclusive school"	"Leicester, Mal"		"Essential reading"	1855394545	9781855394544	2008	"Continuum"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780826422460"	1516	
"Whose childhood is it?: the roles of children, adults, and policy makers"	"Eke, Richard; Butcher, Helen; Lee, Mandy"		"Essential reading"	"1441173579; 0826499813"	"9781441173577; 9780826499813"	2009	"Continuum"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780826432025"	1516	
"Lexicology and corpus linguistics: an introduction"	"Halliday, M. A. K."		"Essential reading"		9780826444929	"c2004"	"Continuum"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780826444929"	1516	
"The first crusade and the idea of crusading"	"Riley-Smith; Jonathan"		"Essential reading"		9780826484314	2003	"Continuum"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780826484314"	1516	
"The adventurous school: vision, community and curriculum for primary education in the twenty-first century"	"Reed; Jane; University of London"		"Essential reading"		9780854739165	2012	"Institute of Education, University of London"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780854739813"	1516	
"My social stories book"	"Gray, Carol; White, Abbie Leigh; McAndrew, Sean"		"Essential reading"	1853029505		2002	"Jessica Kingsley"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780857001665"	1516	
"Promoting emotional education: engaging children and young people with social, emotional and behavioural difficulties"	"Cefai, Carmel; Cooper, Paul"		"Essential reading"	1843109964	9781843109969	2009	"Jessica Kingsley"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780857001887"	1516	
